num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint
2429,2022,23,16,12:00 a 17:59,Tarde,Marzo,Miercoles,Santa Rosa,Santa Rosa de Lima,Ignorado,Hombre,4,Menor de 15,Menor de 15,0 - 4,Menor,Motocicleta,Italika,Rojo,2018,2010-2019,Colisión,Lesionado,Internado
2430,2022,23,19,18:00 a 23:59,Noche,Marzo,Miercoles,Retalhuleu,San Sebastián,Ignorado,Hombre,17,15-19,15-19,15 - 19,Menor,Motocicleta,Freedom,Blanco,Ignorado,Ignorado,Colisión,Lesionado,Internado
2431,2022,23,19,18:00 a 23:59,Noche,Marzo,Miercoles,Retalhuleu,San Sebastián,Ignorado,Hombre,40,40-44,40-44,40 - 44,Mayor,Motocicleta,Freedom,Blanco,Ignorado,Ignorado,Colisión,Lesionado,Internado
2432,2022,23,0,00:00 a 05:59,Mañana,Marzo,Miercoles,Quetzaltenango,La Esperanza,Ignorado,Hombre,19,15-19,15-19,15 - 19,Mayor,Pick up,Toyota,Rojo,Ignorado,Ignorado,Colisión,Lesionado,Internado
2433,2022,23,0,00:00 a 05:59,Mañana,Marzo,Miercoles,Totonicapán,San Cristóbal Totonicapán,Ignorado,Hombre,37,35-39,35-39,35 - 39,Mayor,Automóvil,Ignorado,Corinto,1994,1990-1999,Colisión,Lesionado,No internado
2434,2022,23,0,00:00 a 05:59,Mañana,Marzo,Miercoles,Totonicapán,San Cristóbal Totonicapán,Ignorado,Mujer,32,30-34,30-34,30 - 34,Mayor,Automóvil,Ignorado,Corinto,1994,1990-1999,Colisión,Lesionado,No internado
2435,2022,23,0,00:00 a 05:59,Mañana,Marzo,Miercoles,Totonicapán,San Cristóbal Totonicapán,Ignorado,Mujer,2,Menor de 15,Menor de 15,0 - 4,Menor,Automóvil,Ignorado,Corinto,1994,1990-1999,Colisión,Lesionado,No internado
2436,2022,23,18,18:00 a 23:59,Noche,Marzo,Miercoles,El Progreso,Guastatoya,Ignorado,Hombre,46,45-49,45-49,45 - 49,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Choque,Lesionado,Internado
2437,2022,23,18,18:00 a 23:59,Noche,Marzo,Miercoles,El Progreso,Guastatoya,Ignorado,Hombre,10,Menor de 15,Menor de 15,10 - 14,Menor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Choque,Lesionado,Internado
2438,2022,23,21,18:00 a 23:59,Noche,Marzo,Miercoles,Quiché,Chichicastenango,Ignorado,Mujer,37,35-39,35-39,35 - 39,Mayor,Motocicleta,Italika,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
2439,2022,23,16,12:00 a 17:59,Tarde,Marzo,Miercoles,Quiché,Santa Cruz del Quiché,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisión,Fallecido,No internado
2440,2022,23,19,18:00 a 23:59,Noche,Marzo,Miercoles,Chimaltenango,Tecpán Guatemala,Ignorado,Hombre,20,20-24,20-24,20 - 24,Mayor,Pick up,Toyota,Corinto,Ignorado,Ignorado,Colisión,Lesionado,Internado
2441,2022,24,10,06:00 a 11:59,Mañana,Marzo,Jueves,Guatemala,Guatemala,6,Hombre,55,55-59,55-59,55 - 59,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
2442,2022,24,16,12:00 a 17:59,Tarde,Marzo,Jueves,Guatemala,Villa Nueva,Ignorado,Hombre,30,30-34,30-34,30 - 34,Mayor,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisión,Lesionado,Internado
2443,2022,24,16,12:00 a 17:59,Tarde,Marzo,Jueves,Guatemala,Villa Nueva,Ignorado,Hombre,43,40-44,40-44,40 - 44,Mayor,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisión,Fallecido,Internado
2444,2022,24,21,18:00 a 23:59,Noche,Marzo,Jueves,Jutiapa,Jalpatagua,Ignorado,Hombre,27,25-29,25-29,25 - 29,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Fallecido,No internado
2445,2022,24,18,18:00 a 23:59,Noche,Marzo,Jueves,Escuintla,Escuintla,6,Mujer,45,45-49,45-49,45 - 49,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,Lesionado,Internado
2446,2022,24,9,06:00 a 11:59,Mañana,Marzo,Jueves,Santa Rosa,Cuilapa,Ignorado,Hombre,22,20-24,20-24,20 - 24,Mayor,Motocicleta,Bajaj,Rojo,2005,2000-2009,Colisión,Lesionado,Internado
2447,2022,24,15,12:00 a 17:59,Tarde,Marzo,Jueves,Suchitepéquez,San Antonio Suchitepéquez,Ignorado,Hombre,54,50-54,50-54,50 - 54,Mayor,Bus urbano,Ignorado,Rojo,Ignorado,Ignorado,Colisión,Lesionado,Internado
2448,2022,24,15,12:00 a 17:59,Tarde,Marzo,Jueves,Suchitepéquez,San Antonio Suchitepéquez,Ignorado,Hombre,46,45-49,45-49,45 - 49,Mayor,Pick up,Ford,Blanco,Ignorado,Ignorado,Colisión,Lesionado,Internado
2449,2022,24,15,12:00 a 17:59,Tarde,Marzo,Jueves,Retalhuleu,San Martín Zapotitlán,Ignorado,Hombre,33,30-34,30-34,30 - 34,Mayor,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisión,Lesionado,Internado
2450,2022,24,6,06:00 a 11:59,Mañana,Marzo,Jueves,Retalhuleu,Santa Cruz Muluá,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión,Fallecido,No internado
2451,2022,24,19,18:00 a 23:59,Noche,Marzo,Jueves,Quetzaltenango,San Martín Sacatepéquez,Ignorado,Hombre,30,30-34,30-34,30 - 34,Mayor,Automóvil,Mazda,Ignorado,2003,2000-2009,Colisión,Lesionado,Internado
2452,2022,24,19,18:00 a 23:59,Noche,Marzo,Jueves,Quetzaltenango,San Martín Sacatepéquez,Ignorado,Hombre,52,50-54,50-54,50 - 54,Mayor,Pick up,Toyota,Gris,1994,1990-1999,Colisión,Lesionado,Internado
2453,2022,24,19,18:00 a 23:59,Noche,Marzo,Jueves,Alta Verapaz,Cobán,3,Hombre,37,35-39,35-39,35 - 39,Mayor,Motocicleta,Movesa,Rojo,Ignorado,Ignorado,Colisión,Lesionado,Internado
2454,2022,24,11,06:00 a 11:59,Mañana,Marzo,Jueves,Izabal,Puerto Barrios,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión,Lesionado,Internado
2455,2022,25,0,00:00 a 05:59,Mañana,Marzo,Viernes,Guatemala,San José Pinula,Ignorado,Hombre,25,25-29,25-29,25 - 29,Mayor,Motocicleta,Bajaj,Negro,2019,2010-2019,Colisión,Lesionado,Internado
2456,2022,25,0,00:00 a 05:59,Mañana,Marzo,Viernes,Guatemala,San José Pinula,Ignorado,Hombre,19,15-19,15-19,15 - 19,Mayor,Motocicleta,Bajaj,Negro,2019,2010-2019,Colisión,Lesionado,Internado
2457,2022,25,9,06:00 a 11:59,Mañana,Marzo,Viernes,Guatemala,Guatemala,11,Hombre,27,25-29,25-29,25 - 29,Mayor,Motocicleta,Suzuki,Negro,2019,2010-2019,Colisión,Lesionado,Internado
2458,2022,25,23,18:00 a 23:59,Noche,Marzo,Viernes,Guatemala,Villa Canales,1,Mujer,22,20-24,20-24,20 - 24,Mayor,Automóvil,Chevrolet,Corinto,2009,2000-2009,Colisión,Lesionado,Internado
2459,2022,25,0,00:00 a 05:59,Mañana,Marzo,Viernes,Guatemala,San Juan Sacatepéquez,Ignorado,Mujer,24,20-24,20-24,20 - 24,Mayor,Motocicleta,Rhino,Rojo,2014,2010-2019,Choque,Lesionado,Internado
2460,2022,25,0,00:00 a 05:59,Mañana,Marzo,Viernes,Guatemala,Mixco,8,Hombre,25,25-29,25-29,25 - 29,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque,Lesionado,Internado
2461,2022,25,1,00:00 a 05:59,Mañana,Marzo,Viernes,Jutiapa,El Progreso,Ignorado,Hombre,33,30-34,30-34,30 - 34,Mayor,Camioneta,Honda,Negro,2005,2000-2009,Colisión,Lesionado,Internado
2462,2022,25,1,00:00 a 05:59,Mañana,Marzo,Viernes,Jutiapa,El Progreso,Ignorado,Mujer,79,75-79,60 y más,75 - 79,Mayor,Camioneta,Honda,Negro,2005,2000-2009,Colisión,Lesionado,Internado
2463,2022,25,1,00:00 a 05:59,Mañana,Marzo,Viernes,Jutiapa,El Progreso,Ignorado,Hombre,82,80 y más,60 y más,80 o más,Mayor,Camioneta,Honda,Negro,2005,2000-2009,Colisión,Lesionado,Internado
2464,2022,25,19,18:00 a 23:59,Noche,Marzo,Viernes,Santa Rosa,Taxisco,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Moto taxi,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Fallecido,No internado
2465,2022,25,19,18:00 a 23:59,Noche,Marzo,Viernes,Santa Rosa,Taxisco,Ignorado,Hombre,20,20-24,20-24,20 - 24,Mayor,Moto taxi,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Fallecido,No internado
2466,2022,25,19,18:00 a 23:59,Noche,Marzo,Viernes,Santa Rosa,Taxisco,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Moto taxi,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Fallecido,No internado
2467,2022,25,10,06:00 a 11:59,Mañana,Marzo,Viernes,Retalhuleu,Champerico,Ignorado,Hombre,40,40-44,40-44,40 - 44,Mayor,Motocicleta,Zongshen,Negro,Ignorado,Ignorado,Choque,Lesionado,Internado
2468,2022,25,5,00:00 a 05:59,Mañana,Marzo,Viernes,Huehuetenango,Huehuetenango,4,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Derrape,Lesionado,Internado
2469,2022,25,18,18:00 a 23:59,Noche,Marzo,Viernes,Totonicapán,San Cristóbal Totonicapán,Ignorado,Hombre,30,30-34,30-34,30 - 34,Mayor,Cuatrimoto,Bajaj,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
2470,2022,25,11,06:00 a 11:59,Mañana,Marzo,Viernes,Baja Verapaz,Salamá,Ignorado,Hombre,27,25-29,25-29,25 - 29,Mayor,Microbús,Toyota,Gris,2016,2010-2019,Choque,Lesionado,Internado
2471,2022,25,11,06:00 a 11:59,Mañana,Marzo,Viernes,Baja Verapaz,Salamá,Ignorado,Hombre,14,Menor de 15,Menor de 15,10 - 14,Menor,Microbús,Toyota,Gris,2016,2010-2019,Choque,Lesionado,Internado
2472,2022,25,11,06:00 a 11:59,Mañana,Marzo,Viernes,Baja Verapaz,Salamá,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Microbús,Toyota,Gris,2016,2010-2019,Choque,Lesionado,Internado
2473,2022,25,11,06:00 a 11:59,Mañana,Marzo,Viernes,Baja Verapaz,Salamá,Ignorado,Hombre,36,35-39,35-39,35 - 39,Mayor,Microbús,Toyota,Gris,2016,2010-2019,Choque,Lesionado,Internado
2474,2022,25,11,06:00 a 11:59,Mañana,Marzo,Viernes,Baja Verapaz,Salamá,Ignorado,Mujer,21,20-24,20-24,20 - 24,Mayor,Microbús,Toyota,Gris,2016,2010-2019,Choque,Lesionado,Internado
2475,2022,25,11,06:00 a 11:59,Mañana,Marzo,Viernes,Baja Verapaz,Salamá,Ignorado,Hombre,19,15-19,15-19,15 - 19,Mayor,Microbús,Toyota,Gris,2016,2010-2019,Choque,Lesionado,Internado
2476,2022,25,11,06:00 a 11:59,Mañana,Marzo,Viernes,Baja Verapaz,Salamá,Ignorado,Hombre,21,20-24,20-24,20 - 24,Mayor,Microbús,Toyota,Gris,2016,2010-2019,Choque,Lesionado,Internado
2477,2022,25,11,06:00 a 11:59,Mañana,Marzo,Viernes,Baja Verapaz,Salamá,Ignorado,Hombre,27,25-29,25-29,25 - 29,Mayor,Microbús,Toyota,Gris,2016,2010-2019,Choque,Lesionado,Internado
2478,2022,25,11,06:00 a 11:59,Mañana,Marzo,Viernes,Baja Verapaz,Salamá,Ignorado,Hombre,40,40-44,40-44,40 - 44,Mayor,Microbús,Toyota,Gris,2016,2010-2019,Choque,Lesionado,Internado
2479,2022,25,11,06:00 a 11:59,Mañana,Marzo,Viernes,Baja Verapaz,Salamá,Ignorado,Hombre,23,20-24,20-24,20 - 24,Mayor,Microbús,Toyota,Gris,2016,2010-2019,Choque,Lesionado,Internado
2480,2022,25,11,06:00 a 11:59,Mañana,Marzo,Viernes,Baja Verapaz,Salamá,Ignorado,Hombre,22,20-24,20-24,20 - 24,Mayor,Microbús,Toyota,Gris,2016,2010-2019,Choque,Lesionado,Internado
2481,2022,25,11,06:00 a 11:59,Mañana,Marzo,Viernes,Baja Verapaz,Salamá,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Microbús,Toyota,Gris,2016,2010-2019,Choque,Lesionado,Internado
2482,2022,25,11,06:00 a 11:59,Mañana,Marzo,Viernes,Baja Verapaz,Salamá,Ignorado,Hombre,42,40-44,40-44,40 - 44,Mayor,Microbús,Toyota,Gris,2016,2010-2019,Choque,Fallecido,Internado
2483,2022,25,22,18:00 a 23:59,Noche,Marzo,Viernes,El Progreso,San Antonio la Paz,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Camioneta,Chevrolet,Gris,Ignorado,Ignorado,Colisión,Lesionado,Internado
2484,2022,25,22,18:00 a 23:59,Noche,Marzo,Viernes,El Progreso,San Antonio la Paz,Ignorado,Hombre,13,Menor de 15,Menor de 15,10 - 14,Menor,Camioneta,Chevrolet,Gris,Ignorado,Ignorado,Colisión,Lesionado,Internado
2485,2022,25,22,18:00 a 23:59,Noche,Marzo,Viernes,El Progreso,San Antonio la Paz,Ignorado,Hombre,7,Menor de 15,Menor de 15,5 - 9,Menor,Camioneta,Chevrolet,Gris,Ignorado,Ignorado,Colisión,Lesionado,Internado
2486,2022,25,23,18:00 a 23:59,Noche,Marzo,Viernes,Izabal,Puerto Barrios,Ignorado,Hombre,19,15-19,15-19,15 - 19,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
