num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint
9049,2022,13,15,12:00 a 17:59,Tarde,Noviembre,Domingo,Guatemala,Guatemala,1,Hombre,28,25-29,25-29,25 - 29,Mayor,Motocicleta,Asia Hero,Negro,2021,2020-2029,Colisión,Lesionado,Internado
9050,2022,13,19,18:00 a 23:59,Noche,Noviembre,Domingo,Guatemala,Guatemala,6,Hombre,29,25-29,25-29,25 - 29,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
9051,2022,13,3,00:00 a 05:59,Mañana,Noviembre,Domingo,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,32,30-34,30-34,30 - 34,Mayor,Motocicleta,Haojue,Negro,Ignorado,Ignorado,Colisión,Lesionado,No internado
9052,2022,13,22,18:00 a 23:59,Noche,Noviembre,Domingo,Guatemala,Fraijanes,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Mitsubishi,Azul,2016,2010-2019,Choque,Fallecido,No internado
9053,2022,13,12,12:00 a 17:59,Tarde,Noviembre,Domingo,Guatemala,Guatemala,7,Hombre,32,30-34,30-34,30 - 34,Mayor,Camioneta,Kia,Blanco,2017,2010-2019,Colisión,Lesionado,Internado
9054,2022,13,12,12:00 a 17:59,Tarde,Noviembre,Domingo,Guatemala,Guatemala,7,Mujer,28,25-29,25-29,25 - 29,Mayor,Camioneta,Kia,Blanco,2017,2010-2019,Colisión,Lesionado,Internado
9055,2022,13,12,12:00 a 17:59,Tarde,Noviembre,Domingo,Guatemala,Guatemala,7,Hombre,43,40-44,40-44,40 - 44,Mayor,Automóvil,Toyota,Gris,2019,2010-2019,Colisión,Lesionado,Internado
9056,2022,13,18,18:00 a 23:59,Noche,Noviembre,Domingo,Guatemala,Guatemala,7,Hombre,24,20-24,20-24,20 - 24,Mayor,Motocicleta,Asia Hero,Negro,2022,2020-2029,Derrape,Lesionado,Internado
9057,2022,13,20,18:00 a 23:59,Noche,Noviembre,Domingo,Guatemala,Guatemala,7,Mujer,58,55-59,55-59,55 - 59,Mayor,Automóvil,Mazda,Corinto,1998,1990-1999,Choque,Lesionado,Internado
9058,2022,13,20,18:00 a 23:59,Noche,Noviembre,Domingo,Guatemala,Guatemala,7,Hombre,5,Menor de 15,Menor de 15,5 - 9,Menor,Automóvil,Mazda,Corinto,1998,1990-1999,Choque,Lesionado,Internado
9059,2022,13,20,18:00 a 23:59,Noche,Noviembre,Domingo,Guatemala,Guatemala,7,Hombre,1,Menor de 15,Menor de 15,0 - 4,Menor,Automóvil,Mazda,Corinto,1998,1990-1999,Choque,Lesionado,Internado
9060,2022,13,1,00:00 a 05:59,Mañana,Noviembre,Domingo,Guatemala,Petapa,Ignorado,Hombre,41,40-44,40-44,40 - 44,Mayor,Automóvil,Honda,Blanco,2012,2010-2019,Colisión,Lesionado,Internado
9061,2022,13,0,00:00 a 05:59,Mañana,Noviembre,Domingo,Guatemala,Villa Nueva,4,Hombre,24,20-24,20-24,20 - 24,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
9062,2022,13,1,00:00 a 05:59,Mañana,Noviembre,Domingo,Guatemala,Petapa,7,Mujer,37,35-39,35-39,35 - 39,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,Lesionado,Internado
9063,2022,13,0,00:00 a 05:59,Mañana,Noviembre,Domingo,Guatemala,Mixco,Ignorado,Hombre,23,20-24,20-24,20 - 24,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,No internado
9064,2022,13,0,00:00 a 05:59,Mañana,Noviembre,Domingo,Guatemala,Mixco,Ignorado,Hombre,19,15-19,15-19,15 - 19,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,No internado
9065,2022,13,0,00:00 a 05:59,Mañana,Noviembre,Domingo,Guatemala,Mixco,Ignorado,Hombre,30,30-34,30-34,30 - 34,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
9066,2022,13,15,12:00 a 17:59,Tarde,Noviembre,Domingo,Jutiapa,Quesada,Ignorado,Hombre,47,45-49,45-49,45 - 49,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Fallecido,No internado
9067,2022,13,15,12:00 a 17:59,Tarde,Noviembre,Domingo,Jutiapa,Quesada,Ignorado,Mujer,39,35-39,35-39,35 - 39,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
9068,2022,13,15,12:00 a 17:59,Tarde,Noviembre,Domingo,Jutiapa,Quesada,Ignorado,Mujer,13,Menor de 15,Menor de 15,10 - 14,Menor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
9069,2022,13,15,12:00 a 17:59,Tarde,Noviembre,Domingo,Jutiapa,Quesada,Ignorado,Mujer,13,Menor de 15,Menor de 15,10 - 14,Menor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
9070,2022,13,18,18:00 a 23:59,Noche,Noviembre,Domingo,Jutiapa,El Progreso,Ignorado,Hombre,35,35-39,35-39,35 - 39,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,Fallecido,No internado
9071,2022,13,19,18:00 a 23:59,Noche,Noviembre,Domingo,Jutiapa,Jalpatagua,Ignorado,Hombre,32,30-34,30-34,30 - 34,Mayor,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Colisión,Fallecido,No internado
9072,2022,13,19,18:00 a 23:59,Noche,Noviembre,Domingo,Jutiapa,Jalpatagua,Ignorado,Hombre,38,35-39,35-39,35 - 39,Mayor,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Colisión,Fallecido,No internado
9073,2022,13,0,00:00 a 05:59,Mañana,Noviembre,Domingo,Chiquimula,Chiquimula,Ignorado,Hombre,30,30-34,30-34,30 - 34,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
9074,2022,13,0,00:00 a 05:59,Mañana,Noviembre,Domingo,Chiquimula,Chiquimula,Ignorado,Hombre,50,50-54,50-54,50 - 54,Mayor,Microbús,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
9075,2022,13,7,06:00 a 11:59,Mañana,Noviembre,Domingo,Santa Rosa,Cuilapa,Ignorado,Mujer,54,50-54,50-54,50 - 54,Mayor,Pick up,Nissan,Azul,1995,1990-1999,Colisión,Lesionado,Internado
9076,2022,13,7,06:00 a 11:59,Mañana,Noviembre,Domingo,Santa Rosa,Cuilapa,Ignorado,Hombre,34,30-34,30-34,30 - 34,Mayor,Pick up,Nissan,Azul,1995,1990-1999,Colisión,Lesionado,Internado
9077,2022,13,7,06:00 a 11:59,Mañana,Noviembre,Domingo,Santa Rosa,Cuilapa,Ignorado,Mujer,35,35-39,35-39,35 - 39,Mayor,Pick up,Nissan,Azul,1995,1990-1999,Colisión,Lesionado,Internado
9078,2022,13,7,06:00 a 11:59,Mañana,Noviembre,Domingo,Santa Rosa,Cuilapa,Ignorado,Mujer,8,Menor de 15,Menor de 15,5 - 9,Menor,Pick up,Nissan,Azul,1995,1990-1999,Colisión,Lesionado,Internado
9079,2022,13,7,06:00 a 11:59,Mañana,Noviembre,Domingo,Santa Rosa,Cuilapa,Ignorado,Hombre,4,Menor de 15,Menor de 15,0 - 4,Menor,Pick up,Nissan,Azul,1995,1990-1999,Colisión,Lesionado,Internado
9080,2022,13,7,06:00 a 11:59,Mañana,Noviembre,Domingo,Santa Rosa,Cuilapa,Ignorado,Hombre,11,Menor de 15,Menor de 15,10 - 14,Menor,Pick up,Nissan,Azul,1995,1990-1999,Colisión,Lesionado,Internado
9081,2022,13,19,18:00 a 23:59,Noche,Noviembre,Domingo,Retalhuleu,Retalhuleu,Ignorado,Mujer,32,30-34,30-34,30 - 34,Mayor,Motocicleta,Honda,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
9082,2022,13,20,18:00 a 23:59,Noche,Noviembre,Domingo,Retalhuleu,San Martín Zapotitlán,Ignorado,Hombre,25,25-29,25-29,25 - 29,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
9083,2022,13,20,18:00 a 23:59,Noche,Noviembre,Domingo,Retalhuleu,San Martín Zapotitlán,Ignorado,Mujer,19,15-19,15-19,15 - 19,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
9084,2022,13,20,18:00 a 23:59,Noche,Noviembre,Domingo,Retalhuleu,San Martín Zapotitlán,Ignorado,Hombre,27,25-29,25-29,25 - 29,Mayor,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Colisión,Lesionado,Internado
9085,2022,13,20,18:00 a 23:59,Noche,Noviembre,Domingo,Retalhuleu,San Martín Zapotitlán,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Colisión,Lesionado,Internado
9086,2022,13,0,00:00 a 05:59,Mañana,Noviembre,Domingo,Totonicapán,Momostenango,Ignorado,Hombre,38,35-39,35-39,35 - 39,Mayor,Cuatrimoto,Bajaj,Rojo,2016,2010-2019,Vuelco,Lesionado,Internado
9087,2022,13,14,12:00 a 17:59,Tarde,Noviembre,Domingo,Totonicapán,Totonicapán,Ignorado,Hombre,53,50-54,50-54,50 - 54,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Embarrancó,Lesionado,Internado
9088,2022,13,14,12:00 a 17:59,Tarde,Noviembre,Domingo,Totonicapán,Totonicapán,Ignorado,Hombre,60,60-64,60 y más,60 - 64,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Embarrancó,Lesionado,Internado
9089,2022,13,14,12:00 a 17:59,Tarde,Noviembre,Domingo,Totonicapán,Totonicapán,Ignorado,Mujer,51,50-54,50-54,50 - 54,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Embarrancó,Lesionado,Internado
9090,2022,13,19,18:00 a 23:59,Noche,Noviembre,Domingo,Quiché,Santa María Nebaj,Ignorado,Mujer,30,30-34,30-34,30 - 34,Mayor,Pick up,Isuzu,Ignorado,Ignorado,Ignorado,Vuelco,Fallecido,No internado
9091,2022,13,3,00:00 a 05:59,Mañana,Noviembre,Domingo,Sololá,San Juan la Laguna,Ignorado,Hombre,22,20-24,20-24,20 - 24,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque,Fallecido,No internado
9092,2022,13,3,00:00 a 05:59,Mañana,Noviembre,Domingo,Sololá,San Juan la Laguna,Ignorado,Hombre,32,30-34,30-34,30 - 34,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque,Fallecido,No internado
9093,2022,14,19,18:00 a 23:59,Noche,Noviembre,Lunes,Guatemala,Guatemala,9,Hombre,24,20-24,20-24,20 - 24,Mayor,Motocicleta,Honda,Gris,2020,2020-2029,Colisión,Lesionado,Internado
9094,2022,14,21,18:00 a 23:59,Noche,Noviembre,Lunes,Guatemala,Guatemala,2,Hombre,28,25-29,25-29,25 - 29,Mayor,Camioneta,Honda,Blanco,Ignorado,Ignorado,Choque,Lesionado,Internado
9095,2022,14,4,00:00 a 05:59,Mañana,Noviembre,Lunes,Guatemala,Guatemala,16,Hombre,27,25-29,25-29,25 - 29,Mayor,Motocicleta,Freedom,Gris,2022,2020-2029,Derrape,Lesionado,Internado
9096,2022,14,7,06:00 a 11:59,Mañana,Noviembre,Lunes,Guatemala,Fraijanes,Ignorado,Hombre,45,45-49,45-49,45 - 49,Mayor,Motocicleta,Suzuki,Azul,2013,2010-2019,Colisión,Fallecido,No internado
9097,2022,14,3,00:00 a 05:59,Mañana,Noviembre,Lunes,Guatemala,Guatemala,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,TVS Apache,Rojo,2020,2020-2029,Derrape,Lesionado,Internado
9098,2022,14,16,12:00 a 17:59,Tarde,Noviembre,Lunes,Guatemala,Guatemala,7,Hombre,23,20-24,20-24,20 - 24,Mayor,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisión,Lesionado,Internado
9099,2022,14,3,00:00 a 05:59,Mañana,Noviembre,Lunes,Guatemala,Guatemala,12,Hombre,32,30-34,30-34,30 - 34,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,Lesionado,Internado
9100,2022,14,16,12:00 a 17:59,Tarde,Noviembre,Lunes,Guatemala,Mixco,11,Hombre,22,20-24,20-24,20 - 24,Mayor,Motocicleta,Yamaha,Anaranjado,2017,2010-2019,Colisión,Lesionado,Internado
9101,2022,14,7,06:00 a 11:59,Mañana,Noviembre,Lunes,Jalapa,San Luis Jilotepeque,Ignorado,Hombre,46,45-49,45-49,45 - 49,Mayor,Pick up,Toyota,Ignorado,Ignorado,Ignorado,Choque,Fallecido,No internado
9102,2022,14,19,18:00 a 23:59,Noche,Noviembre,Lunes,Chiquimula,Quezaltepeque,Ignorado,Hombre,25,25-29,25-29,25 - 29,Mayor,Motocicleta,MRT,Ignorado,Ignorado,Ignorado,Derrape,Lesionado,Internado
9103,2022,14,19,18:00 a 23:59,Noche,Noviembre,Lunes,Chiquimula,Quezaltepeque,Ignorado,Hombre,18,15-19,15-19,15 - 19,Mayor,Motocicleta,MRT,Ignorado,Ignorado,Ignorado,Derrape,Lesionado,Internado
9104,2022,14,18,18:00 a 23:59,Noche,Noviembre,Lunes,Chiquimula,Esquipulas,Ignorado,Hombre,56,55-59,55-59,55 - 59,Mayor,Cuatrimoto,Bajaj,Rojo,Ignorado,Ignorado,Colisión,Lesionado,Internado
9105,2022,14,18,18:00 a 23:59,Noche,Noviembre,Lunes,Chiquimula,Esquipulas,Ignorado,Hombre,22,20-24,20-24,20 - 24,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,Lesionado,Internado
9106,2022,14,18,18:00 a 23:59,Noche,Noviembre,Lunes,Escuintla,San José,Ignorado,Hombre,36,35-39,35-39,35 - 39,Mayor,Camioneta,Hyundai,Café,2019,2010-2019,Colisión,Lesionado,Internado
9107,2022,14,13,12:00 a 17:59,Tarde,Noviembre,Lunes,Quetzaltenango,Colomba,Ignorado,Hombre,65,65-69,60 y más,65 - 69,Mayor,Motocicleta,Suzuki,Ignorado,2012,2010-2019,Colisión,Lesionado,Internado
9108,2022,14,13,12:00 a 17:59,Tarde,Noviembre,Lunes,Quetzaltenango,Colomba,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Suzuki,Ignorado,2012,2010-2019,Colisión,Lesionado,Internado
9109,2022,14,22,18:00 a 23:59,Noche,Noviembre,Lunes,Izabal,Morales,Ignorado,Hombre,36,35-39,35-39,35 - 39,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión,Lesionado,Internado
9110,2022,14,17,12:00 a 17:59,Tarde,Noviembre,Lunes,Petén,La Libertad,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Fallecido,No internado
9111,2022,14,9,06:00 a 11:59,Mañana,Noviembre,Lunes,Chimaltenango,El Tejar,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Yamaha,Negro,Ignorado,Ignorado,Colisión,Lesionado,Internado
9112,2022,14,0,00:00 a 05:59,Mañana,Noviembre,Lunes,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,26,25-29,25-29,25 - 29,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,Lesionado,Internado
9113,2022,14,21,18:00 a 23:59,Noche,Noviembre,Lunes,Sacatepéquez,Ciudad Vieja,6,Hombre,28,25-29,25-29,25 - 29,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
9114,2022,15,11,06:00 a 11:59,Mañana,Noviembre,Martes,Guatemala,Guatemala,3,Hombre,36,35-39,35-39,35 - 39,Mayor,Motocicleta,Suzuki,Gris,2022,2020-2029,Colisión,Lesionado,Internado
9115,2022,15,11,06:00 a 11:59,Mañana,Noviembre,Martes,Guatemala,Guatemala,3,Mujer,29,25-29,25-29,25 - 29,Mayor,Motocicleta,Suzuki,Gris,2022,2020-2029,Colisión,Lesionado,Internado
9116,2022,15,2,00:00 a 05:59,Mañana,Noviembre,Martes,Guatemala,Guatemala,17,Hombre,51,50-54,50-54,50 - 54,Mayor,Camioneta,BMW,Gris,2007,2000-2009,Colisión,Lesionado,Internado
9117,2022,15,6,06:00 a 11:59,Mañana,Noviembre,Martes,Guatemala,Guatemala,18,Mujer,28,25-29,25-29,25 - 29,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
9118,2022,15,6,06:00 a 11:59,Mañana,Noviembre,Martes,Guatemala,Guatemala,18,Mujer,21,20-24,20-24,20 - 24,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
9119,2022,15,22,18:00 a 23:59,Noche,Noviembre,Martes,Guatemala,Villa Canales,1,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,Lesionado,Internado
9120,2022,15,21,18:00 a 23:59,Noche,Noviembre,Martes,Guatemala,Mixco,3,Hombre,21,20-24,20-24,20 - 24,Mayor,Motocicleta,Movesa,Rojo,2019,2010-2019,Colisión,Lesionado,Internado
9121,2022,15,20,18:00 a 23:59,Noche,Noviembre,Martes,Jutiapa,Jutiapa,Ignorado,Hombre,27,25-29,25-29,25 - 29,Mayor,Automóvil,Toyota,Negro,2004,2000-2009,Colisión,Lesionado,Internado
9122,2022,15,20,18:00 a 23:59,Noche,Noviembre,Martes,Jutiapa,Jutiapa,Ignorado,Mujer,24,20-24,20-24,20 - 24,Mayor,Pick up,Toyota,Azul,1999,1990-1999,Colisión,Lesionado,Internado
9123,2022,15,20,18:00 a 23:59,Noche,Noviembre,Martes,Jutiapa,Jutiapa,Ignorado,Hombre,22,20-24,20-24,20 - 24,Mayor,Pick up,Toyota,Azul,1999,1990-1999,Colisión,Lesionado,Internado
9124,2022,15,20,18:00 a 23:59,Noche,Noviembre,Martes,Jutiapa,Jutiapa,Ignorado,Hombre,48,45-49,45-49,45 - 49,Mayor,Pick up,Toyota,Azul,1999,1990-1999,Colisión,Lesionado,Internado
9125,2022,15,1,00:00 a 05:59,Mañana,Noviembre,Martes,Jutiapa,Jutiapa,Ignorado,Hombre,39,35-39,35-39,35 - 39,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Choque,Lesionado,Internado
9126,2022,15,18,18:00 a 23:59,Noche,Noviembre,Martes,Escuintla,Escuintla,Ignorado,Hombre,23,20-24,20-24,20 - 24,Mayor,Automóvil,Mazda,Gris,Ignorado,Ignorado,Colisión,Lesionado,Internado
9127,2022,15,18,18:00 a 23:59,Noche,Noviembre,Martes,Escuintla,Escuintla,Ignorado,Hombre,25,25-29,25-29,25 - 29,Mayor,Automóvil,Mazda,Gris,Ignorado,Ignorado,Colisión,Lesionado,Internado
9128,2022,15,18,18:00 a 23:59,Noche,Noviembre,Martes,Escuintla,Escuintla,Ignorado,Hombre,31,30-34,30-34,30 - 34,Mayor,Automóvil,Mazda,Gris,Ignorado,Ignorado,Colisión,Lesionado,Internado
9129,2022,15,12,12:00 a 17:59,Tarde,Noviembre,Martes,Escuintla,Iztapa,Ignorado,Hombre,31,30-34,30-34,30 - 34,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Derrape,Lesionado,Internado
9130,2022,15,16,12:00 a 17:59,Tarde,Noviembre,Martes,San Marcos,San Antonio Sacatepéquez,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
9131,2022,15,1,00:00 a 05:59,Mañana,Noviembre,Martes,Chimaltenango,Parramos,Ignorado,Mujer,26,25-29,25-29,25 - 29,Mayor,Motocicleta,Italika,Negro,2016,2010-2019,Colisión,Fallecido,No internado
9132,2022,15,2,00:00 a 05:59,Mañana,Noviembre,Martes,Chimaltenango,Santa Cruz Balanyá,Ignorado,Hombre,29,25-29,25-29,25 - 29,Mayor,Automóvil,Toyota,Rojo,Ignorado,Ignorado,Colisión,Lesionado,Internado
9133,2022,15,2,00:00 a 05:59,Mañana,Noviembre,Martes,Chimaltenango,Santa Cruz Balanyá,Ignorado,Hombre,34,30-34,30-34,30 - 34,Mayor,Automóvil,Toyota,Rojo,Ignorado,Ignorado,Colisión,Lesionado,Internado
9134,2022,15,2,00:00 a 05:59,Mañana,Noviembre,Martes,Chimaltenango,Santa Cruz Balanyá,Ignorado,Hombre,1,Menor de 15,Menor de 15,0 - 4,Menor,Automóvil,Toyota,Rojo,Ignorado,Ignorado,Colisión,Lesionado,Internado
9135,2022,15,14,12:00 a 17:59,Tarde,Noviembre,Martes,Chimaltenango,Patzicía,Ignorado,Hombre,35,35-39,35-39,35 - 39,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Choque,Lesionado,Internado
9136,2022,15,21,18:00 a 23:59,Noche,Noviembre,Martes,Sacatepéquez,Antigua Guatemala,Ignorado,Mujer,21,20-24,20-24,20 - 24,Mayor,Motocicleta,Italika,Rojo,2022,2020-2029,Colisión,Lesionado,No internado
9137,2022,15,21,18:00 a 23:59,Noche,Noviembre,Martes,Sacatepéquez,Antigua Guatemala,Ignorado,Mujer,22,20-24,20-24,20 - 24,Mayor,Motocicleta,Italika,Rojo,2022,2020-2029,Colisión,Lesionado,No internado
9138,2022,16,17,12:00 a 17:59,Tarde,Noviembre,Miercoles,Guatemala,Palencia,Ignorado,Hombre,30,30-34,30-34,30 - 34,Mayor,Automóvil,Mitsubishi,Beige,Ignorado,Ignorado,Embarrancó,Lesionado,Internado
9139,2022,16,15,12:00 a 17:59,Tarde,Noviembre,Miercoles,Guatemala,Guatemala,16,Hombre,21,20-24,20-24,20 - 24,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
9140,2022,16,12,12:00 a 17:59,Tarde,Noviembre,Miercoles,Guatemala,Villa Nueva,1,Mujer,26,25-29,25-29,25 - 29,Mayor,Motocicleta,Haojue,Azul,2017,2010-2019,Colisión,Lesionado,Internado
9141,2022,16,5,00:00 a 05:59,Mañana,Noviembre,Miercoles,Guatemala,Villa Canales,Ignorado,Hombre,19,15-19,15-19,15 - 19,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,Lesionado,Internado
9142,2022,16,21,18:00 a 23:59,Noche,Noviembre,Miercoles,Guatemala,Petapa,Ignorado,Hombre,16,15-19,15-19,15 - 19,Menor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,Lesionado,Internado
9143,2022,16,13,12:00 a 17:59,Tarde,Noviembre,Miercoles,Santa Rosa,Cuilapa,Ignorado,Hombre,19,15-19,15-19,15 - 19,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión,Lesionado,Internado
9144,2022,16,0,00:00 a 05:59,Mañana,Noviembre,Miercoles,San Marcos,Ayutla,Ignorado,Hombre,23,20-24,20-24,20 - 24,Mayor,Motocicleta,Honda,Blanco,Ignorado,Ignorado,Colisión,Fallecido,No internado
9145,2022,16,13,12:00 a 17:59,Tarde,Noviembre,Miercoles,Alta Verapaz,San Pedro Carchá,Ignorado,Hombre,17,15-19,15-19,15 - 19,Menor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión,Fallecido,No internado
9146,2022,16,4,00:00 a 05:59,Mañana,Noviembre,Miercoles,Petén,Dolores,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Camión,Kia,Blanco,Ignorado,Ignorado,Colisión,Fallecido,No internado
9147,2022,16,0,00:00 a 05:59,Mañana,Noviembre,Miercoles,Quiché,Santa María Nebaj,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Suzuki,Azul,2018,2010-2019,Colisión,Lesionado,Internado
9148,2022,17,1,00:00 a 05:59,Mañana,Noviembre,Jueves,Guatemala,Guatemala,1,Hombre,30,30-34,30-34,30 - 34,Mayor,Motocicleta,Suzuki,Gris,2022,2020-2029,Colisión,Fallecido,No internado
9149,2022,17,1,00:00 a 05:59,Mañana,Noviembre,Jueves,Guatemala,Guatemala,1,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Suzuki,Gris,2022,2020-2029,Colisión,Fallecido,No internado
9150,2022,17,10,06:00 a 11:59,Mañana,Noviembre,Jueves,Guatemala,Chinautla,Ignorado,Hombre,30,30-34,30-34,30 - 34,Mayor,Motocicleta,Freedom,Negro,2021,2020-2029,Colisión,Lesionado,Internado
9151,2022,17,9,06:00 a 11:59,Mañana,Noviembre,Jueves,Guatemala,Mixco,7,Mujer,23,20-24,20-24,20 - 24,Mayor,Motocicleta,Italika,Negro,2016,2010-2019,Colisión,Lesionado,Internado
9152,2022,17,19,18:00 a 23:59,Noche,Noviembre,Jueves,Guatemala,Mixco,6,Mujer,21,20-24,20-24,20 - 24,Mayor,Motocicleta,TVS Apache,Negro,2022,2020-2029,Colisión,Fallecido,No internado
9153,2022,17,19,18:00 a 23:59,Noche,Noviembre,Jueves,Guatemala,Mixco,6,Mujer,9,Menor de 15,Menor de 15,5 - 9,Menor,Motocicleta,TVS Apache,Negro,2022,2020-2029,Colisión,Fallecido,No internado
9154,2022,17,21,18:00 a 23:59,Noche,Noviembre,Jueves,Guatemala,Mixco,8,Hombre,24,20-24,20-24,20 - 24,Mayor,Motocicleta,TVS Apache,Negro,2021,2020-2029,Derrape,Lesionado,Internado
9155,2022,17,13,12:00 a 17:59,Tarde,Noviembre,Jueves,Jutiapa,Jalpatagua,Ignorado,Hombre,26,25-29,25-29,25 - 29,Mayor,Cabezal,Internacional,Amarillo,1997,1990-1999,Vuelco,Fallecido,No internado
9156,2022,17,13,12:00 a 17:59,Tarde,Noviembre,Jueves,Jutiapa,Jalpatagua,Ignorado,Hombre,29,25-29,25-29,25 - 29,Mayor,Cabezal,Internacional,Amarillo,1997,1990-1999,Vuelco,Fallecido,No internado
9157,2022,17,8,06:00 a 11:59,Mañana,Noviembre,Jueves,Escuintla,Escuintla,Ignorado,Hombre,35,35-39,35-39,35 - 39,Mayor,Motocicleta,Movesa,Ignorado,Ignorado,Ignorado,Colisión,Fallecido,No internado
9158,2022,17,8,06:00 a 11:59,Mañana,Noviembre,Jueves,Escuintla,Escuintla,Ignorado,Hombre,22,20-24,20-24,20 - 24,Mayor,Motocicleta,Movesa,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
9159,2022,17,15,12:00 a 17:59,Tarde,Noviembre,Jueves,Escuintla,Iztapa,Ignorado,Hombre,23,20-24,20-24,20 - 24,Mayor,Motocicleta,Bajaj,Negro,2014,2010-2019,Colisión,Fallecido,No internado
